250 19.08522
260 0.54687
270 13.67942
280 32.37651
290 40.50428
300 38.43203
310 25.82638
320 18.63226
330 11.19674
340 5.4588
350 1.8764
360 0.39705
370 0.02461
380 0.18967
390 0.39118
400 0.52796
410 0.54846
420 0.46625
430 0.38165
440 0.30228
450 0.2103
460 0.19608
470 0.19551
480 0.23824
490 0.28188
500 0.35254
510 0.40534
520 0.4501
530 0.47741
540 0.48651
550 0.47261
560 0.4474
570 0.40241
580 0.34173
590 0.28853
600 0.23322
610 0.18982
620 0.15724
630 0.13204
640 0.14525
650 0.18651
660 0.25621
670 0.36003
680 0.47568
690 0.63775
700 0.84208
710 1.06406
720 1.3328
730 1.61127
740 1.93842
750 2.27204
760 2.65122
770 3.02273
780 3.43968
790 3.8347
800 4.28674
810 4.7112
820 5.15242
830 5.56363
840 6.03914
850 6.46861
